article_no,discipline,subdiscipline,journal_title,journal_url,volume,issue,month,year,issue_url,type,title,article_url
1179,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,66,6,December,2018,https://link.springer.com/journal/12026/66/6,Review,Microparticles and autophagy: a new frontier in the understanding of atherosclerosis in rheumatoid arthritis,https://link.springer.com/article/10.1007/s12026-018-9053-0
2511,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,34,1,February,2019,https://link.springer.com/journal/11011/34/1,Original Article,Berberine ameliorates lipopolysaccharide-induced learning and memory deficit in the rat: insights into underlying molecular mechanisms,https://link.springer.com/article/10.1007/s11011-018-0349-5
728,Biomedicine,Immunology,Journal of Clinical Immunology,http://link.springer.com/journal/10875,39,4,May,2019,https://link.springer.com/journal/10875/39/4,Original Article,Role of Allogeneic Hematopoietic Stem Cell Transplant for Chronic Granulomatous Disease (CGD): a Report of the United States Immunodeficiency Network,https://link.springer.com/article/10.1007/s10875-019-00635-2
2715,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,67,10,October,2018,https://link.springer.com/journal/262/67/10,Original Article,A novel allogeneic off-the-shelf dendritic cell vaccine for post-remission treatment of elderly patients with acute myeloid leukemia,https://link.springer.com/article/10.1007/s00262-018-2198-9
2891,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,18,2,June,2013,https://link.springer.com/journal/10911/18/2,Review Paper,Parathyroid Hormone-Related Protein Specifies the Mammary Mesenchyme and Regulates Embryonic Mammary Development,https://link.springer.com/article/10.1007/s10911-013-9283-7
2564,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,31,5,October,2016,https://link.springer.com/journal/11011/31/5,Review Article,Hemoglobins as new players in multiple sclerosis: metabolic and immune aspects,https://link.springer.com/article/10.1007/s11011-016-9845-7
3043,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,23,2,April,2018,https://link.springer.com/journal/10147/23/2,Original Article,Esophageal squamous cell neoplasia is an independent negative prognostic factor for head and neck cancer patients,https://link.springer.com/article/10.1007/s10147-017-1201-3
1654,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,1,February,2018,https://link.springer.com/journal/12264/34/1,Original Article,"Expression and Role of Voltage-Gated Sodium Channels in Human Dorsal Root Ganglion Neurons with Special Focus on Nav1.7, Species Differences, and Regulation by Paclitaxel",https://link.springer.com/article/10.1007/s12264-017-0132-3
2855,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,22,1,March,2017,https://link.springer.com/journal/10911/22/1,Original Paper,Role of Prolactin in Promotion of Immune Cell Migration into the Mammary Gland,https://link.springer.com/article/10.1007/s10911-016-9369-0
494,Medicine & Public Health,Cardiology,Journal of Cardiovascular Magnetic Resonance,http://link.springer.com/journal/12968,21,1,December,2019,https://link.springer.com/journal/12968/21/1,Research,A cardiovascular magnetic resonance (CMR) safe metal braided catheter design for interventional CMR at 1.5 T: freedom from radiofrequency induced heating and preserved mechanical performance,https://link.springer.com/article/10.1186/s12968-019-0526-7
1692,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,18,5,October,2019,https://link.springer.com/journal/12311/18/5,Original Paper,ATXN10 Microsatellite Distribution in a Peruvian Amerindian Population,https://link.springer.com/article/10.1007/s12311-019-01057-x
3821,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,235,4,April,2018,https://link.springer.com/journal/213/235/4,Review,Considering the context: social factors in responses to drugs in humans,https://link.springer.com/article/10.1007/s00213-018-4854-3
1397,Biomedicine,Immunology,Parasitology Research,http://link.springer.com/journal/436,117,9,September,2018,https://link.springer.com/journal/436/117/9,Original Paper,Leishmanicidal activity of α-bisabolol from Tunisian chamomile essential oil,https://link.springer.com/article/10.1007/s00436-018-5975-7
3306,Biomedicine,Pharmacology-Toxicology,Cardiovascular Toxicology,http://link.springer.com/journal/12012,19,6,December,2019,https://link.springer.com/journal/12012/19/6,Original Paper,"Therapeutic Effects of Liraglutide, Oxytocin and Granulocyte Colony-Stimulating Factor in Doxorubicin-Induced Cardiomyopathy Model: An Experimental Animal Study",https://link.springer.com/article/10.1007/s12012-019-09524-x
1936,Biomedicine,Neurology,Neurotherapeutics,http://link.springer.com/journal/13311,13,3,July,2016,https://link.springer.com/journal/13311/13/3,Original Article,Neurological Dysfunction in Early Maturity of a Model for Niemann–Pick C1 Carrier Status,https://link.springer.com/article/10.1007/s13311-016-0427-5
2522,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,33,4,August,2018,https://link.springer.com/journal/11011/33/4,Original Article,Probiotic treatment reduces the autistic-like excitation/inhibition imbalance in juvenile hamsters induced by orally administered propionic acid and clindamycin,https://link.springer.com/article/10.1007/s11011-018-0212-8
236,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,46,1,July,2018,https://link.springer.com/journal/11239/46/1,Original Paper,Management of antithrombotic therapy in adults with immune thrombocytopenia (ITP): a survey of ITP specialists and general hematologist–oncologists,https://link.springer.com/article/10.1007/s11239-018-1649-7
274,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,17,1,December,2019,https://link.springer.com/journal/12959/17/1,Research,"Circulating histone H3 levels in septic patients are associated with coagulopathy, multiple organ failure, and death: a single-center observational study",https://link.springer.com/article/10.1186/s12959-018-0190-4
3888,Biomedicine,Pharmacology-Toxicology,Journal of Pharmacokinetics and Pharmacodynamics,http://link.springer.com/journal/10928,46,5,October,2019,https://link.springer.com/journal/10928/46/5,Original Paper,Development and evaluation of a generic population pharmacokinetic model for standard half-life factor VIII for use in dose individualization,https://link.springer.com/article/10.1007/s10928-019-09634-7
2668,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,68,9,September,2019,https://link.springer.com/journal/262/68/9,Original Article,Successful combination therapy of systemic checkpoint inhibitors and intralesional interleukin-2 in patients with metastatic melanoma with primary therapeutic resistance to checkpoint inhibitors alone,https://link.springer.com/article/10.1007/s00262-019-02377-x
672,Medicine & Public Health,Cardiology,Cardiovascular Drugs and Therapy,http://link.springer.com/journal/10557,32,1,February,2018,https://link.springer.com/journal/10557/32/1,Original Article,Unmet Patient Need in Statin Intolerance: the Clinical Characteristics and Management,https://link.springer.com/article/10.1007/s10557-018-6775-0
1413,Biomedicine,Immunology,Parasitology Research,http://link.springer.com/journal/436,117,5,May,2018,https://link.springer.com/journal/436/117/5,Original Paper,Haemogregarina podocnemis sp. nov.: description of a new species of Haemogregarina Danilewsky 1885 (Adeleina: Haemogregarinaidae) in free-living and captive yellow-spotted river turtles Podocnemis unifilis (Testudines: Podocnemididae) from Brazil,https://link.springer.com/article/10.1007/s00436-018-5817-7
493,Medicine & Public Health,Cardiology,Journal of Cardiovascular Magnetic Resonance,http://link.springer.com/journal/12968,21,1,December,2019,https://link.springer.com/journal/12968/21/1,Research,"Quantification in cardiovascular magnetic resonance: agreement of software from three different vendors on assessment of left ventricular function, 2D flow and parametric mapping",https://link.springer.com/article/10.1186/s12968-019-0522-y
2082,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,8,4,August,2017,https://link.springer.com/journal/12975/8/4,Original Article,Sodium Tanshinone IIA Sulfonate Enhances Effectiveness Rt-PA Treatment in Acute Ischemic Stroke Patients Associated with Ameliorating Blood-Brain Barrier Damage,https://link.springer.com/article/10.1007/s12975-017-0526-6
3788,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,236,10,October,2019,https://link.springer.com/journal/213/236/10,Review,Inflammation in cancer and depression: a starring role for the kynurenine pathway,https://link.springer.com/article/10.1007/s00213-019-05200-8
91,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,5,October,2018,https://link.springer.com/journal/12350/25/5,Original Article,Assessment of atherosclerotic plaque calcification using F18-NaF PET-CT,https://link.springer.com/article/10.1007/s12350-016-0776-9
2275,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,19,2-3,September,2017,https://link.springer.com/journal/12017/19/2,Original Paper,"Assessment of the Neuroprotective Effects of Arginine-Rich Protamine Peptides, Poly-Arginine Peptides (R12-Cyclic, R22) and Arginine–Tryptophan-Containing Peptides Following In Vitro Excitotoxicity and/or Permanent Middle Cerebral Artery Occlusion in Rats",https://link.springer.com/article/10.1007/s12017-017-8441-2
530,Medicine & Public Health,Cardiology,Journal of Cardiovascular Magnetic Resonance,http://link.springer.com/journal/12968,12,1,December,2010,https://link.springer.com/journal/12968/12/1,Research,Accelerated cardiovascular magnetic resonance of the mouse heart using self-gated parallel imaging strategies does not compromise accuracy of structural and functional measures,https://link.springer.com/article/10.1186/1532-429X-12-43
2344,Biomedicine,Neurology,Acta Neuropathologica Communications,http://link.springer.com/journal/40478,1,1,December,2013,https://link.springer.com/journal/40478/1/1,Research,Heavy metals in locus ceruleus and motor neurons in motor neuron disease,https://link.springer.com/article/10.1186/2051-5960-1-81
942,Biomedicine,Immunology,Journal of Autoimmune Diseases,http://link.springer.com/journal/12972,5,1,December,2008,https://link.springer.com/journal/12972/5/1,Research,Autoantigenic nuclear proteins of a clinically atypical renal vasculitis,https://link.springer.com/article/10.1186/1740-2557-5-3
2940,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,49,6,May,2019,https://link.springer.com/journal/247/49/6,Original Article,Diagnostic performance of Liver Imaging Reporting and Data System (LI-RADS) v2017 in predicting malignant liver lesions in pediatric patients: a preliminary study,https://link.springer.com/article/10.1007/s00247-019-04358-9
358,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,15,1,December,2015,https://link.springer.com/journal/12872/15/1,Research Article,Electrocardiographic features of disease progression in arrhythmogenic right ventricular cardiomyopathy/dysplasia,https://link.springer.com/article/10.1186/1471-2261-15-4
1945,Biomedicine,Neurology,Neurotherapeutics,http://link.springer.com/journal/13311,13,1,January,2016,https://link.springer.com/journal/13311/13/1,Review,Anti-B-Cell Therapies in Autoimmune Neurological Diseases: Rationale and Efficacy Trials,https://link.springer.com/article/10.1007/s13311-015-0402-6
2065,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,9,3,June,2018,https://link.springer.com/journal/12975/9/3,Original Article,"Factors Mediating Outcome After Stroke: Gender, Thrombolysis, and Their Interaction",https://link.springer.com/article/10.1007/s12975-017-0579-6
25,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,6,June,2019,https://link.springer.com/journal/270/42/6,Clinical Investigation,Safety of Percutaneous Hepatic Perfusion with Melphalan in Patients with Unresectable Liver Metastases from Ocular Melanoma Using the Delcath Systems’ Second-Generation Hemofiltration System: A Prospective Non-randomized Phase II Trial,https://link.springer.com/article/10.1007/s00270-019-02177-x
2098,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,7,6,December,2016,https://link.springer.com/journal/12975/7/6,Original Article,Delayed Docosahexaenoic Acid Treatment Combined with Dietary Supplementation of Omega-3 Fatty Acids Promotes Long-Term Neurovascular Restoration After Ischemic Stroke,https://link.springer.com/article/10.1007/s12975-016-0498-y
3250,Biomedicine,Pharmacology-Toxicology,AAPS PharmSciTech,http://link.springer.com/journal/12249,20,2,February,2019,https://link.springer.com/journal/12249/20/2,Research Article,Drug-Lipid-Surfactant Miscibility for the Development of Solid Lipid Nanoparticles,https://link.springer.com/article/10.1208/s12249-018-1229-3
3902,Biomedicine,Pharmacology-Toxicology,Journal of Pharmacokinetics and Pharmacodynamics,http://link.springer.com/journal/10928,46,1,February,2019,https://link.springer.com/journal/10928/46/1,Original Paper,Population pharmacokinetic analysis of danvatirsen supporting flat dosing switch,https://link.springer.com/article/10.1007/s10928-019-09619-6
2622,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,27,3,May,2018,https://link.springer.com/journal/580/27/3,Original Article,Molecular detection of Leishmania species in northeast of Iran,https://link.springer.com/article/10.1007/s00580-018-2658-9
1796,Biomedicine,Neurology,Journal of Neurodevelopmental Disorders,http://link.springer.com/journal/11689,5,1,December,2013,https://link.springer.com/journal/11689/5/1,Research,The regulatory function of social referencing in preschoolers with Down syndrome or Williams syndrome,https://link.springer.com/article/10.1186/1866-1955-5-2
2601,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,28,2,April,2019,https://link.springer.com/journal/580/28/2,Original Article,Effect of two different habitat on haematological parameters of fishes of Odisha,https://link.springer.com/article/10.1007/s00580-018-2844-9
2760,Medicine & Public Health,Oncology,Indian Journal of Surgical Oncology,http://link.springer.com/journal/13193,9,4,December,2018,https://link.springer.com/journal/13193/9/4,Original Article,Bladder Invasion in Patients with Advanced Colorectal Carcinoma,https://link.springer.com/article/10.1007/s13193-018-0788-9
3796,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,236,5,May,2019,https://link.springer.com/journal/213/236/5,Review,A potential role for the gut microbiome in substance use disorders,https://link.springer.com/article/10.1007/s00213-019-05232-0
268,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,1,July,2017,https://link.springer.com/journal/11239/44/1,Original Paper,Synchronous cardiocerebral infarction in the era of endovascular therapy: which to treat first?,https://link.springer.com/article/10.1007/s11239-017-1484-2
2736,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,67,4,April,2018,https://link.springer.com/journal/262/67/4,Original Article,"The role of interleukin-2, all-trans retinoic acid, and natural killer cells: surveillance mechanisms in anti-GD2 antibody therapy in neuroblastoma",https://link.springer.com/article/10.1007/s00262-017-2108-6
2587,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,28,6,December,2019,https://link.springer.com/journal/580/28/6,Original Article,Toxicological evaluation of aqueous extract of different varieties of guava (Psidium guajava Linn) leaves,https://link.springer.com/article/10.1007/s00580-019-03002-0
1253,Biomedicine,Immunology,Pathology & Oncology Research,http://link.springer.com/journal/12253,24,4,October,2018,https://link.springer.com/journal/12253/24/4,Original Article,Expression and Prognostic Value of Oestrogen Receptor Beta in Colorectal Cancer,https://link.springer.com/article/10.1007/s12253-017-0301-8
106,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,1,February,2018,https://link.springer.com/journal/12350/25/1,Original Article,Positron emission tomography (PET) utilizing Pittsburgh compound B (PIB) for detection of amyloid heart deposits in hereditary transthyretin amyloidosis (ATTR),https://link.springer.com/article/10.1007/s12350-016-0638-5
1201,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,66,1,February,2018,https://link.springer.com/journal/12026/66/1,Original Article,Autoimmune/inflammatory syndrome induced by adjuvants—ASIA—related to biomaterials: analysis of 45 cases and comprehensive review of the literature,https://link.springer.com/article/10.1007/s12026-017-8980-5
2361,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,14,1,December,2017,https://link.springer.com/journal/12984/14/1,Research,Comparison between sEMG and force as control interfaces to support planar arm movements in adults with Duchenne: a feasibility study,https://link.springer.com/article/10.1186/s12984-017-0282-6
2853,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,22,1,March,2017,https://link.springer.com/journal/10911/22/1,Original Paper,Accurate Control of 17β-Estradiol Long-Term Release Increases Reliability and Reproducibility of Preclinical Animal Studies,https://link.springer.com/article/10.1007/s10911-016-9368-1
2969,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,48,11,October,2018,https://link.springer.com/journal/247/48/11,Original Article,Can visual analogue scale be used in radiologic subjective image quality assessment?,https://link.springer.com/article/10.1007/s00247-018-4187-8
2032,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,10,5,October,2019,https://link.springer.com/journal/12975/10/5,Original Article,From Analysis of Ischemic Mouse Brain Proteome to Identification of Human Serum Clusterin as a Potential Biomarker for Severity of Acute Ischemic Stroke,https://link.springer.com/article/10.1007/s12975-018-0675-2
120,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,24,3,June,2017,https://link.springer.com/journal/12350/24/3,Original Article,"Comparative analysis of full-time, half-time, and quarter-time myocardial ECG-gated SPECT quantification in normal-weight and overweight patients",https://link.springer.com/article/10.1007/s12350-015-0382-2
161,Medicine & Public Health,Cardiology,Journal of Echocardiography,http://link.springer.com/journal/12574,15,1,March,2017,https://link.springer.com/journal/12574/15/1,Review Article,Valsalva maneuver in echocardiography,https://link.springer.com/article/10.1007/s12574-016-0310-8
2036,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,10,4,August,2019,https://link.springer.com/journal/12975/10/4,Original Article,Using Extracellular Circulating microRNAs to Classify the Etiological Subtypes of Ischemic Stroke,https://link.springer.com/article/10.1007/s12975-018-0659-2
1871,Biomedicine,Neurology,Sleep and Vigilance,http://link.springer.com/journal/41782,2,2,December,2018,https://link.springer.com/journal/41782/2/2,Original Article,Non-action Video Game Training Ameliorates Cognitive Decline Associated with Sleep Disturbance,https://link.springer.com/article/10.1007/s41782-018-0050-0
363,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,14,1,December,2014,https://link.springer.com/journal/12872/14/1,Research Article,Clinical course and outcomes of type-2 diabetic patients after treatment intensification for insufficient glycaemic control - results of the 2 year prospective DiaRegis follow-up,https://link.springer.com/article/10.1186/1471-2261-14-162
1788,Biomedicine,Neurology,Journal of Neurodevelopmental Disorders,http://link.springer.com/journal/11689,7,1,December,2015,https://link.springer.com/journal/11689/7/1,Research,"Behavioral, cognitive, and adaptive development in infants with autism spectrum disorder in the first 2 years of life",https://link.springer.com/article/10.1186/s11689-015-9117-6
892,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,5,3,December,2014,https://link.springer.com/journal/13317/5/3,Review Article,Drugs in induction and treatment of idiopathic inflammatory myopathies,https://link.springer.com/article/10.1007/s13317-014-0065-z
1605,Biomedicine,Immunology,Inflammation and Regeneration,http://link.springer.com/journal/41232,37,1,December,2017,https://link.springer.com/journal/41232/37/1,Review,Role of fibroblast growth factors in bone regeneration,https://link.springer.com/article/10.1186/s41232-017-0043-8
1731,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,17,2,April,2018,https://link.springer.com/journal/12311/17/2,Original Paper,Facilitation of Fast Backward Priming After Left Cerebellar Continuous Theta-Burst Stimulation,https://link.springer.com/article/10.1007/s12311-017-0881-6
875,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,9,1,December,2018,https://link.springer.com/journal/13317/9/1,Review Article,Regulatory B and T lymphocytes in multiple sclerosis: friends or foes?,https://link.springer.com/article/10.1007/s13317-018-0109-x
2871,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,20,1-2,June,2015,https://link.springer.com/journal/10911/20/1,Review Paper,"Steroid Hormones, Steroid Receptors, and Breast Cancer Stem Cells",https://link.springer.com/article/10.1007/s10911-015-9340-5
283,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,1,December,2016,https://link.springer.com/journal/12959/14/1,Review,Proposal for new diagnostic criteria for DIC from the Japanese Society on Thrombosis and Hemostasis,https://link.springer.com/article/10.1186/s12959-016-0117-x
2117,Biomedicine,Neurology,Molecular Neurodegeneration,http://link.springer.com/journal/13024,11,1,December,2016,https://link.springer.com/journal/13024/11/1,Research Article,In vitro and in vivo neuroprotective effects of cJun N-terminal kinase inhibitors on retinal ganglion cells,https://link.springer.com/article/10.1186/s13024-016-0093-4
2371,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,12,1,December,2015,https://link.springer.com/journal/12984/12/1,Research,Effects of different three-dimensional electrodes on epiretinal electrical stimulation by modeling analysis,https://link.springer.com/article/10.1186/s12984-015-0065-x
157,Medicine & Public Health,Cardiology,Journal of Echocardiography,http://link.springer.com/journal/12574,15,4,December,2017,https://link.springer.com/journal/12574/15/4,Review Article,Fabry disease,https://link.springer.com/article/10.1007/s12574-017-0340-x
2985,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,24,10,October,2019,https://link.springer.com/journal/10147/24/10,Review Article,Immune checkpoint inhibitor-induced sarcoidosis-like granulomas,https://link.springer.com/article/10.1007/s10147-019-01490-2
2408,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,2,1,December,2005,https://link.springer.com/journal/12984/2/1,Research,A Dynamic Neuro-Fuzzy Model Providing Bio-State Estimation and Prognosis Prediction for Wearable Intelligent Assistants,https://link.springer.com/article/10.1186/1743-0003-2-15
32,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,4,April,2019,https://link.springer.com/journal/270/42/4,Review,Sealing Devices in Chimney Aortic Repair (CH EVAS) Versus Chimney Aortic Repair with Conventional Devices (CH EVAR): A Systematic Review,https://link.springer.com/article/10.1007/s00270-018-2149-z
1237,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,64,1,February,2016,https://link.springer.com/journal/12026/64/1,Original Article,HIV-1-exposed seronegative individuals show alteration in TLR expression and pro-inflammatory cytokine production ex vivo: An innate immune quiescence status?,https://link.springer.com/article/10.1007/s12026-015-8748-8
3067,Medicine & Public Health,Oncology,Head & Neck Oncology,http://link.springer.com/journal/13051,3,1,December,2011,https://link.springer.com/journal/13051/3/1,Review,Complex reconstructions in head and neck cancer surgery: decision making,https://link.springer.com/article/10.1186/1758-3284-3-14
918,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,3,1,April,2012,https://link.springer.com/journal/13317/3/1,Original Article,Differentiation of autoimmune pancreatitis from pancreas cancer: utility of anti-amylase and anti-carbonic anhydrase II autoantibodies,https://link.springer.com/article/10.1007/s13317-011-0024-x
1668,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,33,3,June,2017,https://link.springer.com/journal/12264/33/3,Original Article,Gastrodin Attenuates Pentylenetetrazole-Induced Seizures by Modulating the Mitogen-Activated Protein Kinase-Associated Inflammatory Responses in Mice,https://link.springer.com/article/10.1007/s12264-016-0084-z
618,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,27,4,August,2017,https://link.springer.com/journal/10286/27/4,Review,The autonomic medical history,https://link.springer.com/article/10.1007/s10286-017-0425-7
2251,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,21,1,March,2019,https://link.springer.com/journal/12017/21/1,Review Paper,Therapeutic Approaches to Alzheimer’s Disease Through Modulation of NRF2,https://link.springer.com/article/10.1007/s12017-018-08523-5
1638,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,5,October,2018,https://link.springer.com/journal/12264/34/5,Review,Spatiotemporal Imaging of Cellular Energy Metabolism with Genetically-Encoded Fluorescent Sensors in Brain,https://link.springer.com/article/10.1007/s12264-018-0229-3
1789,Biomedicine,Neurology,Journal of Neurodevelopmental Disorders,http://link.springer.com/journal/11689,7,1,December,2015,https://link.springer.com/journal/11689/7/1,Research,Neural systems mediating processing of sound units of language distinguish recovery versus persistence in stuttering,https://link.springer.com/article/10.1186/s11689-015-9124-7
3069,Medicine & Public Health,Oncology,Head & Neck Oncology,http://link.springer.com/journal/13051,2,1,December,2010,https://link.springer.com/journal/13051/2/1,Research,"Evaluation of a low-cost, portable imaging system for early detection of oral cancer",https://link.springer.com/article/10.1186/1758-3284-2-10
3772,Biomedicine,Pharmacology-Toxicology,European Journal of Clinical Pharmacology,http://link.springer.com/journal/228,74,12,December,2018,https://link.springer.com/journal/228/74/12,Review,Systematic review of drug bioavailability following gastrointestinal surgery,https://link.springer.com/article/10.1007/s00228-018-2539-9
1646,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,3,June,2018,https://link.springer.com/journal/12264/34/3,Original Article,ZNF804A Variation May Affect Hippocampal-Prefrontal Resting-State Functional Connectivity in Schizophrenic and Healthy Individuals,https://link.springer.com/article/10.1007/s12264-018-0221-y
2150,Biomedicine,Neurology,Molecular Neurodegeneration,http://link.springer.com/journal/13024,3,1,December,2008,https://link.springer.com/journal/13024/3/1,Research Article,Changes in γ-secretase activity and specificity caused by the introduction of consensus aspartyl protease active motif in Presenilin 1,https://link.springer.com/article/10.1186/1750-1326-3-6
3180,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,12,2,June,2017,https://link.springer.com/journal/12247/12/2,Original Article,A New Computational Decision Support System for Material Selection and Real-Time Monitoring and Evaluation of Aseptic Technique when Compounding Sterile Preparations,https://link.springer.com/article/10.1007/s12247-017-9270-4
381,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,10,1,December,2010,https://link.springer.com/journal/12872/10/1,Research Article,Pre-hospital ECG for acute coronary syndrome in urban India: A cost-effectiveness analysis,https://link.springer.com/article/10.1186/1471-2261-10-13
717,Biomedicine,Immunology,Journal of Clinical Immunology,http://link.springer.com/journal/10875,39,7,October,2019,https://link.springer.com/journal/10875/39/7,Original Article,Chronic Granulomatous Disease-Associated IBD Resolves and Does Not Adversely Impact Survival Following Allogeneic HCT,https://link.springer.com/article/10.1007/s10875-019-00659-8
1649,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,2,April,2018,https://link.springer.com/journal/12264/34/2,Original Article,Tau-Induced Ca2+/Calmodulin-Dependent Protein Kinase-IV Activation Aggravates Nuclear Tau Hyperphosphorylation,https://link.springer.com/article/10.1007/s12264-017-0148-8
1721,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,17,4,August,2018,https://link.springer.com/journal/12311/17/4,Original Paper,An Electrophysiological Study of Cognitive and Emotion Processing in Type I Chiari Malformation,https://link.springer.com/article/10.1007/s12311-018-0923-8
1738,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,16,5-6,December,2017,https://link.springer.com/journal/12311/16/5,Original Paper,Nonmotor Symptoms in Patients with Spinocerebellar Ataxia Type 10,https://link.springer.com/article/10.1007/s12311-017-0869-2
2097,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,8,1,February,2017,https://link.springer.com/journal/12975/8/1,Original Article,Translational MR Neuroimaging of Stroke and Recovery,https://link.springer.com/article/10.1007/s12975-016-0497-z
1428,Biomedicine,Immunology,Journal of Experimental & Clinical Cancer Research,http://link.springer.com/journal/13046,37,1,December,2018,https://link.springer.com/journal/13046/37/1,Review,Integrins as therapeutic targets in the organ-specific metastasis of human malignant melanoma,https://link.springer.com/article/10.1186/s13046-018-0763-x
333,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,3,1,December,2005,https://link.springer.com/journal/12959/3/1,Original Basic Research,Analysis of blood coagulation in mice: pre-analytical conditions and evaluation of a home-made assay for thrombin-antithrombin complexes,https://link.springer.com/article/10.1186/1477-9560-3-12
